% TODO: \usepackage{graphicx} required
\begin{figure}
\centering
\includegraphics[width=0.7\linewidth]{orch_latency_hist}
\caption{}
\label{fig:orchlatencyhist}
\end{figure}
Step,StartTime,EndTime,Duration_ms
487,1752063655.2996614,1752063655.3011997,1.5382766723632812
488,1752063655.3012242,1752063655.3027422,1.5180110931396484
489,1752063655.302762,1752063655.3043213,1.5592575073242188
490,1752063655.304335,1752063655.3059044,1.5692710876464844
491,1752063655.305917,1752063655.3074584,1.5413761138916016
492,1752063655.3074815,1752063655.3090258,1.5442371368408203
493,1752063655.3090508,1752063655.3106072,1.556396484375
494,1752063655.3106182,1752063655.3122365,1.6183853149414062
495,1752063655.312257,1752063655.313802,1.544952392578125
496,1752063655.313828,1752063655.315374,1.5459060668945312
497,1752063655.3153908,1752063655.3169522,1.5614032745361328
498,1752063655.3169732,1752063655.3185203,1.547098159790039
499,1752063655.318548,1752063655.3200872,1.5392303466796875
